ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
328,11414,93.87,2,3.06,65.6,17,1.93,3.86,8,86.99,3,1471.48,12,4.82,334.48,Defect
328,14356,88.84,2,0.83,69.08,23,3.96,2.36,6,95.99,5,2925.11,27,6.86,464.16,Non Defect
328,18907,91.98,4,0.85,91.13,12,1.87,2.96,3,94.7,3,1724.54,48,8.08,355.72,Non Defect
328,11022,85.7,4,1.78,66.3,15,4.5,2.71,9,92.55,4,2230.25,27,2.68,416.42,Non Defect
329,14106,86.2,4,2.39,94.82,8,1.88,5.38,3,85.48,3,1988.2,33,1.41,267.94,Non Defect
329,10660,94.36,5,2.04,74.43,4,4.82,7.23,2,99.73,9,1954.42,45,5.54,378.07,Non Defect
329,14065,84.42,3,3.47,96.12,21,1.09,7.8,5,80,7,1614.54,28,1.51,140.65,Non Defect
330,9079,94.35,4,1.6,61.45,2,1.72,3.68,4,80.28,3,3015.7,45,5.61,254.53,Non Defect
330,19185,80.44,4,1.78,63.19,21,1.21,5.44,3,91.5,9,3667.62,32,8.84,271.05,Non Defect
330,11959,88.1,0,3.11,75.16,6,4.38,9.87,10,82.16,4,4079.63,26,3.21,366.11,Non Defect
330,16950,81.9,1,4.02,88.62,23,2.02,6.57,3,92.02,6,4404.43,47,6.23,116.86,Defect
330,17881,99.38,4,3.33,65.88,19,0.55,5.44,6,81.2,4,2435.93,40,3.03,154.1,Non Defect
330,11631,98.93,4,3.34,77.58,2,4.44,4.65,0,92.29,7,1064.67,48,2.4,217.64,Non Defect
330,10438,83.43,2,4.43,77.42,4,0.32,9.68,6,83.6,3,1881.19,36,3.07,469.5,Non Defect
331,12239,93.28,2,0.68,71.88,17,4.55,6.92,8,84.57,0,1264.42,38,2.43,114.06,Non Defect
331,13960,83.05,1,3.24,77.96,11,4.02,5.06,6,90.77,8,4901.72,44,1.08,481.69,Defect
332,19753,93.86,4,2.45,70.17,18,4.31,2.31,5,80.53,4,3514.8,14,1.09,450.96,Non Defect
332,17875,92.4,3,0.8,93.18,12,0.68,6.71,0,89.49,0,3360.59,27,2.41,222.67,Non Defect
332,10367,98.58,5,4.43,82.47,1,2.94,4.78,0,85.93,4,4449.38,11,2.91,497.55,Defect
332,10221,95.8,0,2.53,95.41,8,4.23,8.05,3,94.17,8,4270.03,44,8.88,461.62,Non Defect
332,15640,90.24,1,1.09,90.41,15,3.89,4.8,6,87.79,6,2859.52,40,7.93,312.09,Defect
332,14319,88.01,3,3.28,74.55,14,3.34,4.64,8,85.05,5,4543.91,32,1.94,356.6,Defect
332,15066,86.29,1,4.62,94.72,11,0.28,8.64,4,83.52,9,2344.92,31,4.66,463.41,Defect
332,8340,94.99,5,3.63,96.06,2,4.67,7.88,7,99.07,6,1277.49,23,1.8,202.57,Non Defect
332,13652,97.28,3,1.75,78.85,10,1.55,2.69,1,91.09,4,1442.92,25,3.3,483.91,Defect
333,12995,98.97,0,4.08,91.62,22,4.16,2.23,10,94.49,6,4980.82,39,5.3,466.76,Non Defect
334,6528,95.25,4,4.18,98.25,11,0.93,4.06,1,86.41,4,3494.13,31,1.68,304.24,Non Defect
334,17040,82.26,4,2.05,97.29,11,2.03,4.58,1,85.24,9,4858.78,25,3.86,101.01,Non Defect
335,10887,88.95,3,2.03,77.1,5,2.05,6.46,4,91.19,2,3506.04,12,1.24,282.25,Non Defect
335,16143,94.83,4,2.28,76.59,23,1.81,8.34,9,81.45,2,1979.98,49,4.46,326.61,Non Defect
335,5602,89.75,1,3.02,82.22,8,1.41,3.52,9,89.47,1,2767.44,34,2.29,280.36,Non Defect
335,5599,95.7,4,0.75,95.56,11,0.18,8.3,10,87.78,8,2761.3,13,7.23,245.52,Defect
336,19760,92.81,3,1.92,98.46,16,2.29,3.98,4,96.24,6,2749.4,44,4.99,100.75,Non Defect
336,8168,91.26,0,2.26,81.18,4,2.64,3.79,4,88.84,5,3354.69,36,6.59,487.11,Non Defect
336,15532,97.43,3,1.72,67.7,16,3.23,3.43,8,82.47,3,4751.47,26,8.11,172.34,Non Defect
336,16776,92.5,2,2.64,80.93,21,2.46,3.51,2,83.67,0,2374.71,30,3.66,405.98,Non Defect
337,7852,94.1,3,2.88,96.83,1,1.75,2.52,8,82.06,5,4167.85,41,9.49,491.92,Non Defect
337,17660,98.82,5,2.59,65.47,15,3.71,4.23,2,95.97,2,1897.26,19,3.16,435.87,Defect
338,7486,90.94,4,1.83,80.99,12,4.87,5.06,3,91.28,5,3519.31,39,9.59,229.89,Non Defect
338,10539,82.71,4,1.58,89.19,20,0.9,2.56,5,98.42,9,2718.29,39,5.47,464.49,Non Defect
338,16465,91.45,2,1.45,95.7,0,1.75,4.34,5,96.33,5,1140.54,35,5.88,112.54,Non Defect
338,7257,83.98,5,4.42,87.12,22,1.28,3.4,5,85.01,9,2471.1,26,7.89,444.94,Defect
338,8729,98.45,3,2.06,85.1,0,0.63,4.06,9,84.47,5,4862.44,42,4.78,457.03,Non Defect
340,6015,99.67,4,1.02,95.95,0,4.33,5.89,2,81.12,4,3999,46,6.38,362.51,Non Defect
340,12771,80.62,4,2.77,63.73,7,4.24,3.6,8,80.6,2,4707.69,16,8.05,416.25,Non Defect
341,14635,84.07,3,3.32,65.48,21,2.75,3.74,4,88.27,1,1888.02,24,3.51,395.32,Non Defect
341,8628,81.46,1,1.37,79.94,2,4.45,7.3,5,89.46,3,4143.33,31,8.84,449.29,Non Defect
341,5249,98.44,3,4.4,65.99,20,2.97,8.48,8,87.7,3,3463.82,48,7.73,325.47,Non Defect
341,18356,94.13,3,3.25,73.4,6,2.38,9.98,2,82.71,5,4717.96,11,1.27,104.27,Defect
341,13820,90.69,1,4.85,86.9,2,0.58,9.75,0,99.86,8,4867.58,18,5.92,425.33,Non Defect
341,13626,84.01,0,1.82,72.65,21,3.49,6.45,8,95.6,6,2105.38,15,6.68,420.9,Defect
341,7932,98.86,0,1.92,73.28,15,1.95,7.65,7,97.49,5,2924.01,13,1.4,454.11,Defect
341,9379,98.74,3,2.34,85.33,17,2.77,4.55,8,84.65,0,2674.11,46,1.4,180.96,Non Defect
342,11889,97.87,4,2.18,98.56,16,4.76,5.52,8,86.49,6,2212.03,42,9.06,449.88,Non Defect
342,9459,95.66,1,3.07,64.15,5,4.58,8.88,1,80.39,8,4115,13,6.13,137.3,Defect
342,10993,91.01,4,1.54,90.39,19,0.42,2.76,1,99.91,3,2904.23,29,1.87,453.33,Non Defect
342,11662,85.08,1,3.45,67.04,17,1.28,6.78,2,93.93,0,4940.06,26,8.11,357.91,Defect
343,10525,95.21,1,4.89,70.36,7,3.23,4.6,2,80.8,3,2871.25,12,4.89,401.38,Non Defect
343,12260,87.33,0,1.74,76.26,8,4.59,3.8,1,96.05,0,4786.96,25,5.8,361.65,Non Defect
343,11102,84.31,3,0.97,63.09,23,0.51,4.56,6,94.64,5,2006.89,20,2.82,339.83,Non Defect
343,12248,94.41,2,3.6,85.73,6,2.88,7.29,9,91.59,6,3317.3,11,4.25,187.53,Non Defect
344,10588,85.96,2,2.53,95.05,0,0.35,5.28,3,93.4,2,1288.58,38,4.62,416.9,Defect
345,10758,82.57,2,1.66,80.39,0,2.41,2.88,3,86.91,8,1061.17,39,6.2,169.25,Non Defect
345,5314,87.97,5,4.43,85.64,17,4.42,2.59,9,90.76,7,4380.07,25,4.87,407.91,Non Defect
345,12258,94.07,3,2.32,95.3,3,1.73,7.35,4,93.88,2,3938.69,18,1.28,495.43,Defect
346,12068,92.97,3,2.18,67.67,17,4.28,8.55,0,99.21,4,2735.69,39,2.47,165.28,Non Defect
346,16429,98.3,4,0.97,61.8,15,2.05,2.72,8,83.47,1,2504.79,47,5.96,193.86,Non Defect
347,12693,97.88,1,4.86,72.96,22,4.19,8.44,4,91.9,9,3510.75,19,1.43,138.34,Non Defect
348,18411,99.53,1,1.07,80.57,19,1.22,9.75,2,81.67,1,3983.13,40,9.42,283.45,Non Defect
348,16385,80.44,0,1.25,99.55,10,2,3.06,6,83.48,6,3007.07,22,5.7,219.69,Non Defect
349,14937,86.1,3,2.96,81.66,1,0.59,3.24,7,88.48,8,2021.06,13,7.84,497.59,Defect
349,10106,96.13,1,4.87,96.31,0,0.79,2.25,5,83.34,2,2902.84,38,4.19,499.57,Non Defect
349,14205,87.35,0,1.01,80.27,10,4.19,4.27,10,95.26,8,3919.37,32,7.77,453.01,Non Defect
350,12509,92.54,5,3.32,95.03,7,1.52,7.93,9,88.73,7,1111.99,32,4.73,259.39,Non Defect
350,5154,95.05,4,1.78,74.11,22,3.24,2.49,9,97.21,5,1943.85,33,6.27,328.77,Non Defect
350,7418,92.96,3,4.8,62.42,11,2.43,2.26,5,94.83,9,1245.76,15,1.51,451.9,Defect
350,16697,88.48,1,1.84,84.99,20,4.35,6.46,9,96.74,1,3477.41,40,6.63,107.26,Non Defect
350,13710,94.71,0,4.64,80.68,13,3.52,3.52,6,81.99,3,3163.65,49,1.74,470.35,Non Defect
350,16997,88.35,2,1.32,61.84,14,3.37,4.79,6,93.36,1,3337.05,21,8.4,164.56,Non Defect
351,7767,96.04,3,2.86,78.4,2,2.56,8.4,0,93.11,3,3945.5,45,4.71,146.29,Non Defect
351,5785,83.85,4,3.21,79.94,16,1.38,4.44,9,97.98,6,3493.8,12,8.38,180.65,Non Defect
352,7820,81.59,0,1.03,95.79,20,2.22,4.26,7,94.28,6,1027.19,10,2.41,177.78,Non Defect
352,10178,82.71,4,1.61,71.09,0,3.69,2.55,3,99.13,4,2854.49,30,5.11,282.47,Non Defect
352,18896,87.66,1,3.39,98.77,8,3.73,4.75,10,98.82,7,1059.25,25,1.53,357.6,Defect
352,18649,88.45,3,4.76,75.99,15,4.02,2.96,8,96.22,1,2527.34,25,2.56,375.85,Non Defect
352,12050,90.06,4,2.89,99.37,4,1.08,3.64,3,90.41,0,4192.24,34,2.35,382.78,Non Defect
352,10034,98.4,3,0.82,61.71,19,3.35,9.77,4,98.54,8,4869.82,26,5.01,390.55,Non Defect
352,9465,82.19,0,0.59,87.33,16,3.6,4.89,2,90.09,3,3031.78,27,4.53,357.24,Defect
352,7118,94.59,3,2.73,92.32,18,2.18,8.4,4,89.89,3,2091.06,15,6.89,268.76,Non Defect
353,6661,84.35,4,0.89,91.32,3,3.36,9.84,0,86.96,4,3841.38,40,2.72,491.14,Non Defect
353,12032,90.12,3,4.19,86.28,10,2.36,5.33,10,95.82,4,4767.45,30,3.53,259.8,Non Defect
353,14310,98.31,3,2.3,90.78,4,0.59,9.64,7,94.47,4,4020.34,50,5.61,432.54,Non Defect
353,8444,98.13,4,2.42,95.78,21,3.92,5.01,7,93.06,9,3490.9,11,1.02,229.34,Non Defect
353,14085,88.22,0,4.95,87.22,17,3.55,2.41,6,81.25,8,3918.51,30,7.73,439.47,Defect
353,6635,85.92,1,2.93,79.23,20,1.79,6.81,9,88.81,9,4642.44,15,5.89,255.27,Non Defect
353,7337,93.72,1,4.67,80.02,20,2.25,2.66,7,86.11,7,2445.09,16,4.84,479.67,Non Defect
355,18113,87.7,3,3.83,75.55,4,4.48,4.29,4,81.18,7,1676.25,33,8.68,346.43,Defect
355,7210,92.97,4,2.89,81.43,3,1.39,7.11,3,80.69,5,4905.11,46,2.22,470.68,Non Defect
355,5287,81.97,0,1.01,79.5,13,0.1,4.97,7,91.58,1,3222.16,30,6.13,385.51,Non Defect
355,13564,83.6,2,2.71,94.63,13,4.8,5.83,5,86.01,4,2610.53,21,2.31,324.83,Defect
356,9111,84.19,4,1.73,83.02,7,4.64,6.27,2,83.68,8,2732.54,15,2.02,270.16,Non Defect
356,8897,91.05,2,3.85,92.89,1,1.6,9.35,9,85.58,5,1004.96,28,1.28,252.03,Non Defect
356,7152,95.78,2,4.99,90.59,3,3.69,2.64,2,83.31,4,4670.84,12,4.64,360.71,Non Defect
357,17953,81.95,5,0.6,60.34,22,1.28,2.97,5,84.94,7,1144.75,43,6.96,409.47,Non Defect
357,13596,88.86,2,4.15,62.14,10,4.31,2.8,2,97.88,4,3975.95,40,2.76,102.58,Non Defect
358,19467,86.33,4,1.19,94.48,1,0.72,8.14,1,88.95,3,3705.97,42,3.74,115.24,Non Defect
358,16748,98.94,5,1.77,78.57,19,4.19,9.61,4,94.29,0,3259.67,44,9.83,342.02,Non Defect
358,8630,90.36,0,4.94,94.69,13,1.99,9.46,7,92.97,1,2448.31,24,9,144.64,Defect
358,8220,93.33,1,4.18,63.33,12,0.06,4.94,6,96.89,1,2002.1,20,5.71,279.2,Non Defect
358,15065,87.9,3,1.9,67.31,23,4.62,6.05,5,84.99,7,4823.3,23,5.25,310.74,Non Defect
359,9706,96.02,5,1.77,69.63,6,2.95,5.32,9,85.23,2,1259.46,26,7.64,333.69,Defect
360,18162,99.37,3,4.36,67.71,22,4.12,2.85,1,87.38,9,3273.41,43,3.71,120.03,Non Defect
360,10865,94.28,1,4.53,70.95,7,3.75,7.67,3,81.62,3,2301.74,21,1.14,366.44,Non Defect
360,17561,93.23,2,1.73,84.98,19,4.23,9.19,9,89.65,7,4419.88,16,6.01,476.79,Non Defect
360,19006,91.13,2,0.57,88.51,20,0.69,8.36,10,85.15,6,4959.19,38,2.49,305.79,Non Defect
360,10071,84.78,1,1.77,94.25,4,0.47,3.16,4,93.56,1,2314.31,21,3.38,277.91,Non Defect
360,14530,92.45,5,2.18,78.02,13,3.44,2.23,6,99.22,7,3788.48,44,5.44,406.14,Non Defect
361,6052,88.32,4,0.74,69.06,21,1.66,2.16,5,83.87,1,1929.72,36,8.41,474.11,Non Defect
361,12633,86.3,5,0.85,82.61,11,2.78,8.97,8,96.27,3,2180.52,16,3.33,196.86,Non Defect
362,18608,81.77,5,1.76,87.78,16,1.86,7.65,6,84.56,5,2008.62,14,8.63,337.05,Non Defect
362,9596,86.49,3,4.98,87.82,6,3.23,2.48,9,90.57,0,1467.14,36,5.76,238.59,Non Defect
362,18132,84.63,2,3.97,67.11,0,4.78,2.37,1,80.14,5,2792.66,32,3.01,129.26,Non Defect
362,18312,91.7,2,1.08,67.08,12,3.61,7.58,9,89.47,7,3522.48,11,1.91,112.36,Defect
363,9783,80.98,1,2.24,94.39,4,4.42,8.11,9,90.98,5,4213.16,48,8.38,245.88,Non Defect
363,9879,90.49,0,4.15,96.02,10,3.15,3.63,8,97.55,9,1836.7,49,2.85,251.99,Non Defect
363,13451,86.64,5,2.97,79.53,10,4.83,5.78,1,96.73,8,1176.14,41,4.25,287.56,Non Defect
363,7019,83.5,2,4.18,74.4,21,2.12,9.01,1,89.91,9,1173.26,17,2.69,372.66,Non Defect
363,19131,83.57,4,2.46,93.95,12,2.11,4.26,7,83.33,1,2921.78,14,8.65,246.4,Non Defect
364,6844,96.86,4,2.42,76.48,0,3,8.7,5,87.3,1,1379.36,23,2.39,446.88,Non Defect
365,11701,81.21,4,2.12,61.04,10,3.55,5.24,5,99.74,0,4061.72,12,9.62,252.27,Non Defect
365,6602,87.07,1,1.27,67.01,21,1.5,9.25,5,90.22,4,4942.15,23,3.69,110.41,Non Defect
366,8136,82.62,1,0.79,88.92,3,4.81,2.77,5,99.78,6,1644.6,27,1.23,384.23,Non Defect
366,11041,99.93,0,2.98,74.99,16,0.13,6.51,3,95.16,8,2851,28,6.86,486.38,Defect
367,11605,83.38,4,1.41,65.97,5,0.43,9.97,8,86.49,9,4948.26,44,2.58,486.93,Non Defect
367,16468,91.39,0,1.98,81.18,10,2.86,6.78,4,94.17,1,1832.86,14,6.13,303.59,Non Defect
367,16415,91.03,0,4.48,83.75,6,4.74,3.17,5,83.67,0,4124.46,45,5.87,263.47,Non Defect
367,8847,94.74,2,3.56,60.92,5,0.42,8.78,3,90.93,4,3538.43,42,5.39,263.65,Non Defect
367,12021,86.43,1,1.73,86.83,11,3.24,9.06,6,91.69,8,4000.15,30,3.84,271.74,Non Defect
367,5853,93.35,3,0.55,64.5,10,0.48,3.6,8,94.49,6,4716.61,11,4.41,333.55,Non Defect
368,10109,91.46,0,4.16,67.25,1,0.77,4.25,1,98.2,7,3351.1,14,2.5,200.15,Non Defect
369,16785,85.66,1,3.27,72.23,6,3.97,2.49,3,80.5,3,1410.83,25,9.5,116.22,Non Defect
369,11638,99.81,5,1.5,86.83,14,2.86,6.12,5,81,8,3236.08,16,1.46,468.97,Non Defect
369,5591,98.95,2,4.73,83.52,7,4.12,6.34,10,95.73,0,1710.44,15,9.36,207.22,Non Defect
369,17045,85.19,4,3.27,97.28,1,1.5,6.68,4,81.58,7,2432.36,49,2.98,108.47,Non Defect
370,5648,87.34,5,0.64,67.63,8,4.69,3.58,6,96.89,8,4652.4,18,8.1,164.14,Non Defect
370,17597,92.86,2,3.44,86.79,19,0.13,7.72,2,92.48,7,2277.53,41,3.58,161.41,Non Defect
370,11751,82.2,0,2.28,61.49,21,2.91,3.14,4,93.46,2,1696.58,28,4.54,212.52,Non Defect
370,10955,83.83,3,2.42,74.73,20,4.13,9.89,10,85.51,0,3917.74,49,3.4,172.06,Defect
371,10842,80.67,2,3.79,74.9,8,2.15,3.99,1,90.34,5,1258.24,31,3.29,435.97,Non Defect
371,6385,87.24,0,3.57,77.13,17,1.69,4.79,2,95.12,8,3073.02,16,5.75,211.26,Non Defect
372,11043,87.57,3,4.74,96.24,7,1.09,7.06,8,90.23,4,1186.7,22,8.02,448.82,Non Defect
372,15091,98.4,3,4.08,68.2,15,1.39,7.14,0,82.05,4,3554.5,38,1.16,307.18,Non Defect
372,10696,98.22,0,3.47,97.69,2,1.99,7.62,8,98.72,1,4722.1,10,9.71,244.67,Non Defect
372,5243,99.57,1,3.7,81.51,8,2.74,8.36,8,99.83,4,2549.01,44,1.75,179.65,Non Defect
372,9918,84.3,4,4.96,81.36,23,1.79,6.47,3,86.83,7,4317.14,48,8.85,135.21,Defect
373,10332,89.37,0,0.84,79.62,3,3.99,8.38,0,90.64,7,1445.88,30,7.03,243.96,Non Defect
373,15777,95.61,4,3.11,78.72,21,0.43,5.93,7,92.29,2,2594.81,29,6.37,332.93,Non Defect
373,19852,96.39,1,3.72,88.11,3,0.62,7.87,1,84.05,0,2561.89,37,4.7,351.82,Non Defect
373,13630,99.79,1,4.65,67.1,3,0.75,8.22,5,94.43,4,4193.05,10,6.45,330.28,Non Defect
374,13352,92.56,1,2.25,84.36,6,3.46,9.73,3,85.35,3,2760.01,13,4.35,393.35,Defect
375,11492,88.09,3,0.62,90.8,9,3.85,6.36,5,90.83,7,1068.26,27,3.25,296.32,Non Defect
375,17307,80.03,5,3.6,77.61,21,3.33,3.08,5,98.43,1,4771.74,44,6.21,157.55,Non Defect
376,17001,81.99,4,2.79,94.09,5,1.3,9.22,5,86.43,7,1773.67,28,9.98,141.9,Non Defect
376,12822,99.75,5,4.29,65.63,21,3.09,7.41,7,93.63,2,1382.74,45,7.41,165.76,Defect
376,12315,97.35,0,1.36,95.05,21,4.28,8.93,8,89.61,9,1319.81,13,5.97,291.02,Non Defect
376,16301,96.46,1,2.25,76.98,13,1.81,5.66,7,93.26,5,4973.89,29,3.27,266.63,Non Defect
376,11054,94.27,0,4.77,61.97,20,2.34,8.41,0,90,0,3930.09,39,3.27,268.85,Defect
376,15802,80.76,0,4.54,87.89,1,0.98,3.75,9,89.15,2,1209,24,6.03,481.76,Non Defect
376,17236,92.58,1,1.62,66.28,9,4.99,3.9,10,87.05,1,2151,49,6.06,348.98,Defect
377,9298,83.42,3,1.54,67.83,23,4.53,5.36,2,95.62,7,3780.04,23,5.3,156.75,Non Defect
377,18469,88.19,2,4.19,61.82,22,1.26,7.57,1,87.03,3,3907.25,11,3.03,362.88,Non Defect
378,12509,83.27,5,3.94,69.73,13,3.99,7.36,8,86.02,7,2760.16,43,8.05,103.26,Non Defect
378,10249,94.99,2,2.58,75.34,20,0.91,5.29,0,97.52,0,2115.9,36,1.88,420.89,Non Defect
378,7936,94.58,5,4.34,73.85,21,1.51,7.53,2,87.24,6,3554.29,16,5.13,187.47,Non Defect
379,17390,91.66,3,4.5,79.68,20,0.69,2.37,8,86.35,9,1467.73,23,3.09,147.01,Non Defect
379,10083,89.35,1,2.68,90.67,14,4.29,6.51,1,97.15,3,2538.78,33,9.38,373.59,Non Defect
379,11028,85.82,5,3.52,60.54,1,1.47,8.08,7,99.96,9,1052.34,47,6.74,178.85,Non Defect
379,12509,86.92,4,2.9,90.01,13,1.21,2.16,1,95.99,1,1977.95,32,3.85,440.8,Non Defect
380,15940,81.01,1,1.18,77.73,7,2.41,8.95,2,96.34,9,1879.01,37,8.1,192.38,Non Defect
380,17945,98.88,3,1.19,87.38,15,0.04,8.41,5,96.64,3,1598.49,10,3.1,377.77,Non Defect
381,17655,97.07,5,2.68,91.58,16,0.38,3.81,8,84.52,5,4245.34,34,2.76,201.54,Defect
381,16264,81.31,3,2.01,97.74,11,1.92,2.37,6,82.74,1,2323.55,12,6.82,490,Non Defect
381,19738,81.1,2,4.59,66.08,8,1.95,8.26,9,97.96,2,2200.2,30,3.12,407.92,Non Defect
382,14852,83.09,2,2.42,63.1,18,3.94,2.13,8,97.53,8,3335.45,32,3.71,365.68,Non Defect
382,12685,89.28,3,1.44,86.92,22,3.57,3.62,9,81.56,7,2941.89,45,6.95,482.69,Non Defect
382,18058,88.49,3,3.21,94.03,18,1.44,3.86,2,90.62,0,3341.14,21,9.9,339.39,Non Defect
383,14010,95.52,1,0.62,63.09,6,2.2,7.36,8,91.96,7,2720.98,11,5.36,300.73,Non Defect
383,6203,80.93,5,3.31,87.57,11,4.35,2.28,5,81,6,4658.33,20,6.18,193.34,Non Defect
383,19509,82.54,0,4.99,86.68,0,2.42,7.45,8,83.37,5,2965.8,38,3.38,185.98,Defect
384,10137,92.92,1,0.64,70.87,23,3.99,7.44,9,95.42,9,1267.69,38,2.06,261.57,Non Defect
384,18396,93.73,1,4.75,84.42,23,3.88,6.58,1,86.62,5,2339.84,23,1.87,142.47,Non Defect
384,18337,97.63,0,3.98,98.18,18,0.47,8.48,1,90.68,2,1131.26,49,5.67,289.43,Non Defect
384,13930,95.28,4,4.45,75.01,0,4.07,8.73,8,90.89,4,2198.15,22,1.38,401.42,Non Defect
384,10597,96.06,0,2.63,83.91,17,0.06,9.36,6,83.15,9,1887.1,18,6.22,237.52,Non Defect
384,5430,90.37,2,1.58,63.07,15,2.32,9.96,4,84.02,4,1271.38,20,8.41,467.67,Defect
384,17085,84.89,2,2.05,90,4,2.44,3.99,4,89.14,9,1306.03,16,1.09,268.16,Non Defect
385,16670,94.57,1,3.01,74.25,4,0.1,4.29,3,91.27,8,4584.67,11,1.37,461.42,Non Defect
385,11529,83.01,3,1.22,92.59,3,2.34,2.31,1,97.4,2,2294.58,46,8.99,256.32,Non Defect
386,16974,97.4,0,1.9,77.81,15,0.01,8.54,3,98.2,2,2013.03,38,7.18,335.73,Non Defect
386,13285,87.1,1,1.47,96.38,16,0.89,5.89,10,85.45,8,1201.08,47,1.14,314.63,Non Defect
386,10372,85.25,3,3.24,71.74,14,1.44,8.92,9,96.58,9,3831.09,36,6.38,418.57,Non Defect
386,10537,96.44,1,3.4,77.47,5,3.51,6.63,6,85,5,3449.88,12,5.5,354.54,Non Defect
386,5597,87.39,1,3.45,96.2,7,4.07,3.98,8,90.38,9,3663.71,38,9.15,287.83,Non Defect
387,17357,98.61,0,0.69,60.35,21,1.25,6.32,3,93.2,1,3318.91,22,4.58,420.8,Non Defect
387,16351,84.93,4,1.34,93.39,19,2.71,5.45,6,99.49,1,4028.2,28,7.87,153.36,Non Defect
387,19993,90.2,1,2.08,64.08,20,4.72,7.81,10,87.87,4,1326.73,39,1.82,252.43,Non Defect
387,9729,88.32,2,4.74,82.88,5,4.25,8.14,6,88.91,3,4794.43,28,9.43,436.13,Non Defect
387,19286,90.87,1,2.07,84.53,12,2.55,3.74,10,90.24,9,3358.6,26,2.04,146.88,Defect
387,11566,92.35,3,0.88,96.47,18,2.18,8.51,3,91.85,2,2327.53,31,8.65,411.02,Defect
387,9151,92.89,4,2.59,84.32,1,3.35,9.52,4,91.63,3,2465.35,45,2.98,112.06,Non Defect
387,14213,97.34,0,4.42,86.25,3,1.9,3.22,4,95.95,9,4290.71,44,9.96,240.35,Non Defect
388,8926,99.58,2,2.5,93.53,10,4.41,7.72,3,98.89,6,3493.69,31,2.58,481.3,Non Defect
388,13541,85.05,3,4.26,99.57,7,4.2,5.06,7,90.37,3,4992.61,34,9.65,490.78,Non Defect
388,7690,96.54,5,2.06,73.8,13,2.08,4.96,8,99.13,0,1105.76,15,5.52,143.6,Non Defect
388,15154,91.91,4,0.59,76.76,1,1.17,4.83,2,92.65,4,4413.29,29,1.89,355.15,Non Defect
388,15409,86.41,3,4.11,86.82,10,3.95,6.4,10,84.65,8,4859.96,19,4.96,100.82,Non Defect
388,12341,98.65,5,0.96,84.24,3,2.15,6.83,10,84.11,1,1772.21,36,3.86,274.79,Non Defect
388,14872,97.63,2,3.44,63.87,1,2.49,4.73,8,80.19,9,3324.38,18,1.91,414.18,Non Defect
388,9806,81.98,5,4.96,86.68,18,1.89,8.33,8,98.55,6,3058.02,32,7.65,349.83,Non Defect
390,5960,86.59,5,4.65,60.67,12,1.54,3.24,8,89.48,0,2496.55,49,1.42,252.4,Defect
390,11237,86.88,3,0.7,70.42,17,3.45,8.81,6,94.66,0,4349.87,27,3.69,360.12,Non Defect
390,5338,83.93,3,1,69.8,21,1.28,4.05,1,92.47,0,2173.3,22,6.21,362.11,Non Defect
391,7575,89.83,3,2.43,97.53,16,3.33,9.59,8,90.54,0,2820.67,47,2.73,356.34,Non Defect
391,12583,86.34,3,2.71,94.66,4,1.65,7.2,4,88.88,2,2817.19,46,5.63,287.97,Non Defect
392,8187,86.06,2,4.87,67.81,4,0.54,7.87,6,84.83,4,1811.2,13,8.45,184.6,Non Defect
392,14872,81.57,3,0.75,70.11,14,1.78,8.75,2,84.9,5,4953.29,20,1.81,463.29,Non Defect
392,19258,97.88,4,2.59,63.34,7,4.62,4.69,1,92.66,9,4621.72,32,6.01,358.14,Non Defect
392,13634,99.71,5,2.22,81.06,9,2.72,3.57,4,80.52,9,2423.31,37,3.13,434.34,Non Defect
392,8145,98.81,2,1.56,74.9,21,1.39,3.04,8,95.77,2,1020.36,11,4.54,440.62,Defect
393,15680,97.36,2,3.1,93.89,4,2.99,5.97,7,82.64,2,2962.17,27,7.84,452.24,Non Defect
393,5894,93.36,4,3.54,83.97,10,3.35,4.83,2,96.95,0,2404.4,43,3.56,416.21,Non Defect
394,6057,83.98,5,4,73.7,5,4.32,2.49,10,86.93,6,1160.3,18,4.85,154.52,Non Defect
394,5096,99.25,2,2.05,87.19,16,3.71,5.58,7,95.95,2,3021.42,34,5.8,276.36,Defect
394,15526,96.36,5,4.9,62.28,2,0.96,7.99,7,84.71,8,2423.53,37,9.31,476.2,Non Defect
395,10018,97.39,2,3.84,72.37,4,1.63,4.72,2,95.19,4,1866.81,25,9.5,130.86,Non Defect
395,10527,92.57,5,0.64,74.2,23,2.07,6.63,6,97.08,1,1661.67,47,5.33,347.64,Non Defect
395,7392,97.13,3,0.95,80.92,5,1.27,7,7,92.3,2,2786.1,23,7.8,222.95,Non Defect
395,17053,96.7,1,4.97,99.17,1,2.94,5.07,3,83.1,1,3759.77,38,6.52,413.19,Non Defect
395,11894,90.54,2,1.38,74.76,2,3.27,2.53,3,81.17,6,3839.99,41,7.91,148.72,Non Defect
395,8447,87.33,0,4.21,94.25,5,1.82,9.33,7,83.72,0,3723.89,18,1.04,213.97,Non Defect
396,18527,87.31,3,1.09,62.94,17,0.68,2.55,0,95.45,0,4431.05,31,5.46,155.13,Defect
